,0,1,2,3
2538,1.0,1.0,42.0,25298.0
2539,1.0,1.0,49.0,1044.0
2540,3.0,1.0,37.0,2359.0
2541,1.0,1.0,35.0,47253.0
2542,1.0,2.0,28.0,72970.0
2543,2.0,1.0,34.0,2329.0
2544,2.0,2.0,25.0,13896.0
2545,1.0,2.0,24.0,30096.0
2546,3.0,1.0,51.0,54530.0
2547,3.0,2.0,26.0,16514.0
2548,2.0,2.0,32.0,31367.0
2549,3.0,2.0,23.0,44470.0
2550,2.0,2.0,26.0,17341.0
2551,2.0,2.0,28.0,15268.0
2552,3.0,1.0,31.0,15654.0
2553,1.0,2.0,26.0,9899.0
2554,1.0,0.0,33.0,3378.0
2555,1.0,1.0,30.0,40046.0
2556,1.0,2.0,28.0,508.0
2557,1.0,2.0,28.0,68398.0
2558,2.0,2.0,39.0,26813.0
2559,1.0,2.0,28.0,9782.0
2560,1.0,2.0,32.0,20138.0
2561,1.0,2.0,29.0,140619.0
2562,1.0,1.0,40.0,136785.0
2563,2.0,1.0,32.0,15498.0
2564,1.0,2.0,23.0,0.0
2565,1.0,2.0,30.0,5607.0
2566,1.0,2.0,31.0,0.0
2567,2.0,1.0,48.0,8666.0
2568,2.0,2.0,54.0,5186.0
2569,3.0,1.0,59.0,59174.0
2570,1.0,2.0,38.0,184650.0
2571,1.0,2.0,31.0,0.0
2572,1.0,1.0,41.0,0.0
2573,1.0,2.0,29.0,1171.0
2574,2.0,1.0,28.0,54232.0
2575,1.0,1.0,48.0,167140.0
2576,3.0,1.0,42.0,58186.0
2577,2.0,1.0,27.0,73000.0
2578,1.0,2.0,27.0,9747.0
2579,3.0,2.0,22.0,18590.0
2580,2.0,2.0,31.0,17582.0
2581,1.0,2.0,43.0,147560.0
2582,3.0,1.0,46.0,94025.0
2583,1.0,1.0,33.0,-200.0
2584,1.0,2.0,22.0,3963.0
2585,2.0,2.0,25.0,76222.0
2586,3.0,2.0,34.0,35187.0
2587,1.0,2.0,32.0,0.0
2588,2.0,2.0,34.0,5516.0
2589,2.0,1.0,35.0,61189.0
2590,1.0,2.0,25.0,586.0
2591,2.0,2.0,22.0,22167.0
2592,1.0,1.0,49.0,-220.0
2593,6.0,2.0,49.0,1722.0
2594,1.0,1.0,42.0,4908.0
2595,3.0,2.0,41.0,9186.0
2596,2.0,2.0,27.0,490.0
2597,2.0,2.0,24.0,14520.0
2598,5.0,1.0,34.0,9474.0
2599,1.0,1.0,43.0,640.0
2600,3.0,2.0,36.0,0.0
2601,3.0,1.0,62.0,38924.0
2602,3.0,2.0,25.0,4693.0
2603,1.0,2.0,30.0,1933.0
2604,3.0,2.0,24.0,15527.0
2605,2.0,1.0,47.0,48308.0
2606,2.0,2.0,34.0,7885.0
2607,3.0,1.0,51.0,389.0
2608,2.0,1.0,26.0,17679.0
2609,2.0,1.0,47.0,68328.0
2610,2.0,2.0,39.0,66623.0
2611,2.0,2.0,32.0,9576.0
2612,2.0,2.0,25.0,0.0
2613,2.0,1.0,39.0,29388.0
2614,2.0,2.0,42.0,73032.0
2615,1.0,1.0,37.0,13371.0
2616,3.0,1.0,44.0,329877.0
2617,2.0,1.0,31.0,29767.0
2618,1.0,2.0,27.0,23107.0
2619,2.0,1.0,42.0,0.0
2620,2.0,2.0,44.0,49006.0
2621,1.0,2.0,39.0,0.0
2622,2.0,2.0,24.0,59712.0
2623,2.0,2.0,38.0,25994.0
2624,1.0,1.0,45.0,3136.0
2625,3.0,1.0,58.0,9819.0
2626,2.0,2.0,46.0,53541.0
2627,2.0,2.0,23.0,0.0
2628,2.0,1.0,36.0,3663.0
2629,2.0,1.0,32.0,28156.0
2630,1.0,2.0,32.0,240790.0
2631,3.0,1.0,55.0,69116.0
2632,1.0,2.0,45.0,265362.0
2633,2.0,1.0,30.0,49371.0
2634,1.0,1.0,42.0,0.0
2635,1.0,1.0,34.0,-300.0
2636,2.0,2.0,31.0,70722.0
2637,1.0,2.0,28.0,10439.0
2638,3.0,1.0,40.0,12878.0
2639,1.0,1.0,33.0,85314.0
2640,3.0,1.0,35.0,70002.0
2641,3.0,1.0,42.0,44498.0
2642,2.0,2.0,25.0,21316.0
2643,1.0,1.0,39.0,0.0
2644,2.0,1.0,49.0,153322.0
2645,2.0,2.0,41.0,48152.0
2646,1.0,2.0,25.0,266270.0
2647,1.0,2.0,31.0,326.0
2648,2.0,1.0,37.0,90186.0
2649,1.0,2.0,37.0,127111.0
2650,1.0,1.0,40.0,2000.0
2651,1.0,2.0,25.0,148.0
2652,1.0,2.0,26.0,99387.0
2653,1.0,2.0,35.0,0.0
2654,3.0,2.0,23.0,34364.0
2655,1.0,1.0,35.0,1013.0
2656,1.0,2.0,27.0,36014.0
2657,2.0,1.0,25.0,40633.0
2658,1.0,1.0,46.0,82505.0
2659,3.0,1.0,41.0,26184.0
2660,1.0,2.0,29.0,4810.0
2661,2.0,1.0,53.0,33589.0
2662,1.0,2.0,45.0,4624.0
2663,2.0,1.0,46.0,60005.0
2664,2.0,2.0,36.0,94228.0
2665,2.0,2.0,22.0,29637.0
2666,1.0,2.0,32.0,83275.0
2667,1.0,1.0,38.0,6856.0
2668,2.0,2.0,34.0,29302.0
2669,5.0,1.0,43.0,17560.0
2670,1.0,2.0,34.0,34869.0
2671,1.0,1.0,38.0,0.0
2672,2.0,2.0,41.0,1448.0
2673,2.0,2.0,29.0,72830.0
2674,3.0,1.0,40.0,75768.0
2675,2.0,1.0,60.0,8570.0
2676,1.0,1.0,51.0,125702.0
2677,1.0,2.0,37.0,0.0
2678,2.0,2.0,43.0,180680.0
2679,2.0,2.0,40.0,45429.0
2680,3.0,1.0,36.0,85780.0
2681,1.0,2.0,34.0,900.0
2682,2.0,2.0,30.0,632.0
2683,1.0,2.0,32.0,45536.0
2684,1.0,1.0,42.0,39986.0
2685,3.0,1.0,44.0,39649.0
2686,2.0,2.0,48.0,68032.0
2687,1.0,1.0,44.0,71921.0
2688,1.0,2.0,30.0,284239.0
2689,1.0,2.0,31.0,0.0
2690,2.0,1.0,47.0,22923.0
2691,2.0,1.0,35.0,27107.0
2692,1.0,1.0,42.0,3800.0
2693,2.0,1.0,22.0,99415.0
2694,2.0,2.0,33.0,31956.0
2695,1.0,1.0,36.0,0.0
2696,3.0,2.0,40.0,9755.0
2697,3.0,2.0,26.0,28063.0
2698,3.0,2.0,47.0,103226.0
2699,2.0,1.0,36.0,22327.0
2700,3.0,2.0,23.0,6001.0
2701,3.0,2.0,47.0,17569.0
2702,1.0,2.0,22.0,4124.0
2703,2.0,2.0,23.0,6271.0
2704,3.0,2.0,22.0,47066.0
2705,2.0,2.0,25.0,177633.0
2706,2.0,1.0,47.0,24081.0
2707,2.0,2.0,24.0,29717.0
2708,1.0,2.0,26.0,16811.0
2709,3.0,2.0,23.0,18292.0
2710,2.0,2.0,36.0,262613.0
2711,1.0,1.0,37.0,1605.0
2712,1.0,1.0,39.0,56045.0
2713,2.0,2.0,28.0,13733.0
2714,2.0,2.0,35.0,27143.0
2715,2.0,1.0,31.0,34644.0
2716,1.0,2.0,24.0,42105.0
2717,1.0,2.0,44.0,-42.0
2718,2.0,2.0,39.0,2860.0
2719,1.0,1.0,49.0,111348.0
2720,1.0,2.0,30.0,3333.0
2721,1.0,2.0,33.0,75374.0
2722,1.0,2.0,41.0,138379.0
2723,3.0,1.0,47.0,14525.0
2724,3.0,1.0,51.0,19684.0
2725,2.0,2.0,25.0,0.0
2726,2.0,1.0,39.0,178665.0
2727,2.0,2.0,27.0,25334.0
2728,3.0,1.0,42.0,14617.0
2729,2.0,2.0,40.0,0.0
2730,3.0,2.0,30.0,31217.0
2731,1.0,2.0,31.0,-23.0
2732,1.0,2.0,25.0,23409.0
2733,2.0,2.0,31.0,520.0
2734,2.0,2.0,47.0,316.0
2735,1.0,1.0,37.0,135134.0
2736,2.0,1.0,28.0,50998.0
2737,2.0,1.0,47.0,124425.0
2738,2.0,1.0,57.0,666.0
2739,1.0,1.0,53.0,1136.0
2740,2.0,1.0,28.0,44230.0
2741,2.0,2.0,28.0,55779.0
2742,1.0,1.0,40.0,0.0
2743,1.0,2.0,27.0,9314.0
2744,3.0,1.0,55.0,229254.0
2745,3.0,2.0,28.0,19610.0
2746,2.0,1.0,34.0,76142.0
2747,2.0,1.0,38.0,144160.0
2748,2.0,1.0,43.0,175247.0
2749,1.0,1.0,43.0,0.0
2750,1.0,1.0,32.0,598.0
2751,2.0,2.0,39.0,655.0
2752,3.0,1.0,36.0,7963.0
2753,2.0,2.0,22.0,27444.0
2754,1.0,2.0,22.0,3281.0
2755,2.0,2.0,25.0,175764.0
2756,2.0,1.0,31.0,254266.0
2757,2.0,2.0,38.0,27000.0
2758,1.0,2.0,23.0,488.0
2759,1.0,2.0,31.0,18395.0
2760,2.0,1.0,35.0,17742.0
2761,1.0,2.0,30.0,113647.0
2762,2.0,1.0,39.0,144414.0
2763,2.0,1.0,22.0,15749.0
2764,1.0,2.0,27.0,82494.0
2765,2.0,1.0,35.0,7589.0
2766,2.0,1.0,36.0,98736.0
2767,2.0,2.0,24.0,81908.0
2768,2.0,1.0,41.0,85339.0
2769,2.0,1.0,47.0,32547.0
2770,2.0,2.0,23.0,87669.0
2771,2.0,1.0,35.0,112460.0
2772,1.0,2.0,25.0,43870.0
2773,3.0,1.0,46.0,1651.0
2774,2.0,1.0,30.0,161226.0
2775,3.0,1.0,40.0,2309.0
2776,2.0,1.0,39.0,177113.0
2777,1.0,1.0,55.0,3925.0
2778,2.0,1.0,39.0,228443.0
2779,2.0,2.0,26.0,7149.0
2780,2.0,1.0,34.0,8000.0
2781,1.0,2.0,24.0,22236.0
2782,1.0,2.0,33.0,31482.0
2783,1.0,1.0,47.0,2002.0
2784,1.0,2.0,27.0,53213.0
2785,2.0,1.0,49.0,49467.0
2786,3.0,1.0,31.0,17557.0
2787,3.0,2.0,27.0,1672.0
2788,2.0,2.0,36.0,0.0
2789,1.0,3.0,25.0,6300.0
2790,2.0,1.0,50.0,48119.0
2791,1.0,2.0,33.0,16117.0
2792,3.0,1.0,41.0,98184.0
2793,2.0,2.0,44.0,0.0
2794,1.0,1.0,33.0,0.0
2795,1.0,2.0,23.0,0.0
2796,1.0,1.0,38.0,1779.0
2797,2.0,1.0,38.0,147048.0
2798,2.0,1.0,36.0,0.0
2799,2.0,2.0,43.0,47730.0
2800,3.0,3.0,46.0,15523.0
2801,2.0,2.0,28.0,82265.0
2802,2.0,1.0,46.0,48677.0
2803,1.0,2.0,28.0,28639.0
2804,2.0,1.0,30.0,686.0
2805,1.0,1.0,39.0,0.0
2806,2.0,2.0,38.0,28637.0
2807,1.0,2.0,26.0,0.0
2808,1.0,1.0,46.0,53049.0
2809,1.0,1.0,44.0,337792.0
2810,2.0,1.0,45.0,14296.0
2811,2.0,2.0,24.0,39083.0
2812,2.0,2.0,30.0,19674.0
2813,2.0,2.0,27.0,47481.0
2814,1.0,2.0,26.0,750.0
2815,2.0,2.0,49.0,43342.0
2816,2.0,1.0,49.0,69896.0
2817,1.0,2.0,24.0,38965.0
2818,1.0,2.0,27.0,174546.0
2819,1.0,1.0,38.0,0.0
2820,2.0,1.0,38.0,28484.0
2821,3.0,1.0,60.0,5867.0
2822,1.0,1.0,45.0,96175.0
2823,3.0,1.0,57.0,347.0
2824,2.0,1.0,31.0,1319.0
2825,2.0,1.0,29.0,8801.0
2826,1.0,1.0,31.0,0.0
2827,3.0,1.0,57.0,5483.0
2828,2.0,2.0,24.0,9933.0
2829,1.0,1.0,32.0,-227.0
2830,2.0,1.0,32.0,202010.0
2831,2.0,1.0,42.0,776.0
2832,1.0,2.0,30.0,11787.0
2833,3.0,2.0,60.0,31164.0
2834,1.0,1.0,37.0,400.0
2835,1.0,1.0,27.0,43333.0
2836,2.0,3.0,39.0,171907.0
2837,1.0,2.0,26.0,20054.0
2838,1.0,2.0,34.0,43729.0
2839,1.0,2.0,31.0,121697.0
2840,2.0,2.0,32.0,1952.0
2841,1.0,2.0,47.0,240063.0
2842,2.0,1.0,51.0,10141.0
2843,2.0,2.0,28.0,108993.0
2844,1.0,2.0,29.0,5466.0
2845,2.0,2.0,34.0,63672.0
2846,1.0,2.0,31.0,181550.0
2847,2.0,2.0,25.0,141836.0
2848,1.0,2.0,28.0,66296.0
2849,1.0,3.0,37.0,49457.0
2850,3.0,1.0,47.0,5482.0
2851,2.0,1.0,39.0,9884.0
2852,2.0,1.0,24.0,86643.0
2853,2.0,1.0,24.0,16406.0
2854,2.0,2.0,25.0,15679.0
2855,2.0,1.0,39.0,51058.0
2856,2.0,2.0,34.0,15907.0
2857,2.0,1.0,41.0,42292.0
2858,1.0,1.0,40.0,5255.0
2859,2.0,2.0,28.0,0.0
2860,1.0,2.0,25.0,5730.0
2861,1.0,2.0,35.0,8304.0
2862,2.0,2.0,28.0,28864.0
2863,2.0,1.0,37.0,15175.0
2864,2.0,1.0,46.0,28390.0
2865,1.0,1.0,42.0,70730.0
2866,1.0,2.0,26.0,66982.0
2867,3.0,2.0,41.0,45487.0
2868,1.0,2.0,27.0,1345.0
2869,1.0,1.0,36.0,540.0
2870,1.0,2.0,25.0,10973.0
2871,2.0,1.0,42.0,4600.0
2872,1.0,2.0,37.0,316.0
2873,2.0,2.0,33.0,43353.0
2874,2.0,2.0,25.0,13610.0
2875,2.0,2.0,26.0,0.0
2876,2.0,2.0,23.0,45014.0
2877,2.0,2.0,23.0,122339.0
2878,1.0,2.0,26.0,101569.0
2879,1.0,2.0,23.0,292.0
2880,1.0,2.0,35.0,6808.0
2881,2.0,2.0,23.0,3352.0
2882,1.0,2.0,31.0,15332.0
2883,1.0,1.0,44.0,593.0
2884,2.0,2.0,36.0,15536.0
2885,3.0,1.0,37.0,228342.0
2886,2.0,1.0,47.0,8996.0
2887,1.0,1.0,36.0,24170.0
2888,2.0,1.0,48.0,12592.0
2889,3.0,2.0,46.0,5942.0
2890,2.0,1.0,36.0,296846.0
2891,1.0,2.0,53.0,0.0
2892,2.0,2.0,37.0,136655.0
2893,2.0,3.0,24.0,4177.0
2894,3.0,1.0,40.0,93357.0
2895,1.0,1.0,43.0,203393.0
2896,2.0,2.0,37.0,0.0
2897,1.0,2.0,36.0,146201.0
2898,1.0,2.0,37.0,66599.0
2899,2.0,2.0,29.0,1110.0
2900,1.0,1.0,29.0,16961.0
2901,1.0,1.0,39.0,3391.0
2902,2.0,2.0,33.0,25498.0
2903,3.0,1.0,36.0,47987.0
2904,2.0,1.0,49.0,75565.0
2905,1.0,2.0,32.0,32236.0
2906,1.0,2.0,38.0,74615.0
2907,2.0,1.0,38.0,499231.0
2908,2.0,2.0,35.0,8102.0
2909,1.0,2.0,25.0,29664.0
2910,2.0,2.0,40.0,40561.0
2911,1.0,1.0,49.0,1320.0
2912,1.0,2.0,29.0,2459.0
2913,1.0,1.0,45.0,1417.0
2914,2.0,2.0,50.0,5714.0
2915,2.0,2.0,29.0,16524.0
2916,3.0,2.0,26.0,43340.0
2917,2.0,1.0,44.0,500.0
2918,2.0,2.0,23.0,100727.0
2919,2.0,1.0,48.0,354304.0
2920,3.0,1.0,53.0,49466.0
2921,3.0,1.0,48.0,100522.0
2922,2.0,2.0,23.0,25421.0
2923,2.0,2.0,26.0,16435.0
2924,2.0,2.0,42.0,50221.0
2925,2.0,2.0,32.0,17287.0
2926,2.0,1.0,34.0,24014.0
2927,1.0,2.0,34.0,390.0
2928,1.0,2.0,27.0,43341.0
2929,2.0,2.0,28.0,18112.0
2930,2.0,2.0,25.0,50269.0
2931,1.0,2.0,27.0,46628.0
2932,1.0,2.0,30.0,86124.0
2933,2.0,1.0,28.0,3242.0
2934,1.0,2.0,24.0,0.0
2935,2.0,1.0,35.0,22382.0
2936,2.0,2.0,29.0,65324.0
2937,3.0,1.0,33.0,32405.0
2938,2.0,1.0,31.0,156286.0
2939,1.0,2.0,31.0,19469.0
2940,2.0,1.0,22.0,47559.0
2941,2.0,2.0,26.0,121368.0
2942,2.0,2.0,30.0,288994.0
2943,2.0,2.0,24.0,19401.0
2944,1.0,2.0,28.0,87916.0
2945,3.0,2.0,48.0,266762.0
2946,2.0,2.0,26.0,92472.0
2947,2.0,2.0,27.0,104489.0
2948,1.0,2.0,31.0,126419.0
2949,2.0,1.0,46.0,60987.0
2950,2.0,1.0,42.0,80586.0
2951,2.0,1.0,24.0,15621.0
2952,2.0,1.0,26.0,30349.0
2953,2.0,1.0,38.0,2638.0
2954,2.0,2.0,24.0,34500.0
2955,1.0,2.0,37.0,43971.0
2956,1.0,2.0,22.0,41940.0
2957,3.0,2.0,32.0,5152.0
2958,2.0,1.0,36.0,-25.0
2959,3.0,2.0,33.0,2186.0
2960,1.0,1.0,35.0,46532.0
2961,3.0,2.0,49.0,348.0
2962,1.0,2.0,32.0,671.0
2963,3.0,1.0,42.0,47556.0
2964,2.0,1.0,33.0,172382.0
2965,2.0,1.0,33.0,25658.0
2966,3.0,1.0,46.0,49083.0
2967,2.0,1.0,47.0,2486.0
2968,2.0,2.0,38.0,86401.0
2969,2.0,1.0,43.0,195221.0
2970,3.0,1.0,37.0,76917.0
2971,1.0,2.0,30.0,30145.0
2972,2.0,1.0,42.0,22597.0
2973,2.0,1.0,24.0,150.0
2974,1.0,1.0,39.0,5572.0
2975,3.0,1.0,40.0,1903.0
2976,3.0,2.0,32.0,34000.0
2977,1.0,2.0,25.0,76918.0
2978,1.0,2.0,31.0,325.0
2979,1.0,2.0,33.0,3233.0
2980,1.0,2.0,27.0,50459.0
2981,2.0,1.0,43.0,0.0
2982,1.0,2.0,30.0,3733.0
2983,1.0,2.0,37.0,3355.0
2984,2.0,2.0,43.0,4819.0
2985,2.0,2.0,27.0,33474.0
2986,3.0,2.0,32.0,1649.0
2987,2.0,1.0,56.0,28842.0
2988,2.0,1.0,40.0,20733.0
2989,3.0,1.0,36.0,3781.0
2990,3.0,1.0,52.0,30505.0
2991,1.0,1.0,33.0,3976.0
2992,3.0,1.0,43.0,90606.0
2993,2.0,1.0,38.0,6848.0
2994,2.0,3.0,38.0,7787.0
2995,2.0,1.0,32.0,199.0
2996,2.0,1.0,27.0,174134.0
2997,2.0,2.0,37.0,1118.0
2998,2.0,1.0,38.0,20838.0
2999,2.0,3.0,52.0,50671.0
3000,1.0,2.0,34.0,1406.0
3001,3.0,2.0,28.0,152966.0
3002,3.0,1.0,44.0,7221.0
3003,1.0,1.0,41.0,39159.0
3004,1.0,2.0,37.0,185955.0
3005,1.0,2.0,27.0,11306.0
3006,1.0,1.0,44.0,156400.0
3007,2.0,1.0,24.0,3892.0
3008,2.0,2.0,25.0,15006.0
3009,3.0,2.0,25.0,22440.0
3010,2.0,2.0,32.0,85965.0
3011,2.0,1.0,50.0,116256.0
3012,2.0,2.0,28.0,23244.0
3013,1.0,2.0,28.0,584.0
3014,1.0,2.0,35.0,7429.0
3015,1.0,1.0,38.0,16459.0
3016,1.0,2.0,22.0,18093.0
3017,3.0,2.0,36.0,30328.0
3018,1.0,1.0,34.0,6099.0
3019,3.0,2.0,59.0,62042.0
3020,3.0,1.0,44.0,18659.0
3021,1.0,2.0,30.0,15743.0
3022,2.0,2.0,25.0,8011.0
3023,3.0,1.0,36.0,53530.0
3024,3.0,1.0,36.0,101972.0
3025,2.0,1.0,45.0,0.0
3026,1.0,1.0,31.0,18685.0
3027,2.0,1.0,32.0,80237.0
3028,3.0,1.0,49.0,44244.0
3029,2.0,2.0,30.0,1654.0
3030,1.0,1.0,37.0,32050.0
3031,2.0,2.0,22.0,8134.0
3032,3.0,2.0,25.0,848.0
3033,2.0,2.0,54.0,1126.0
3034,2.0,1.0,37.0,5635.0
3035,1.0,1.0,37.0,0.0
3036,1.0,2.0,34.0,396.0
3037,1.0,2.0,36.0,295433.0
3038,2.0,1.0,37.0,2035.0
3039,1.0,2.0,39.0,171160.0
3040,1.0,1.0,38.0,30013.0
3041,2.0,2.0,29.0,23469.0
3042,2.0,1.0,38.0,0.0
3043,1.0,1.0,40.0,45251.0
3044,1.0,1.0,48.0,4469.0
3045,1.0,1.0,38.0,326.0
3046,2.0,1.0,41.0,289884.0
3047,1.0,2.0,26.0,7374.0
3048,1.0,1.0,38.0,384150.0
3049,2.0,2.0,37.0,1890.0
3050,2.0,2.0,26.0,25060.0
3051,5.0,2.0,29.0,407399.0
3052,1.0,1.0,44.0,-136.0
3053,2.0,1.0,33.0,390.0
3054,1.0,1.0,60.0,0.0
3055,1.0,2.0,40.0,360.0
3056,3.0,0.0,36.0,5644.0
3057,2.0,2.0,47.0,29596.0
3058,2.0,1.0,37.0,4719.0
3059,1.0,2.0,26.0,24464.0
3060,3.0,1.0,45.0,141415.0
3061,1.0,2.0,27.0,39449.0
3062,2.0,2.0,26.0,10111.0
3063,3.0,2.0,25.0,43685.0
3064,2.0,1.0,42.0,89395.0
3065,1.0,2.0,25.0,3635.0
3066,3.0,2.0,36.0,0.0
3067,1.0,1.0,33.0,115.0
3068,2.0,1.0,23.0,96814.0
3069,3.0,2.0,38.0,30771.0
3070,3.0,1.0,39.0,51303.0
3071,1.0,2.0,28.0,99307.0
3072,2.0,1.0,40.0,5130.0
3073,1.0,2.0,30.0,312.0
3074,3.0,2.0,31.0,36864.0
3075,1.0,2.0,29.0,16198.0
3076,3.0,2.0,22.0,48423.0
3077,2.0,1.0,48.0,3972.0
3078,1.0,2.0,29.0,35619.0
3079,3.0,1.0,33.0,325.0
3080,3.0,1.0,32.0,42740.0
3081,2.0,1.0,36.0,101803.0
3082,1.0,2.0,29.0,43462.0
3083,1.0,2.0,36.0,6233.0
3084,3.0,1.0,45.0,430.0
3085,3.0,2.0,33.0,55424.0
3086,2.0,2.0,24.0,300.0
3087,2.0,2.0,29.0,400.0
3088,3.0,2.0,27.0,0.0
3089,2.0,2.0,28.0,29804.0
3090,2.0,1.0,33.0,50431.0
3091,2.0,1.0,41.0,49846.0
3092,2.0,2.0,27.0,23439.0
3093,1.0,2.0,30.0,216409.0
3094,1.0,1.0,44.0,1843.0
3095,1.0,1.0,39.0,165.0
3096,1.0,2.0,34.0,20613.0
3097,1.0,1.0,37.0,3915.0
3098,3.0,1.0,50.0,38499.0
3099,1.0,1.0,32.0,15491.0
3100,3.0,1.0,41.0,18487.0
3101,2.0,2.0,28.0,1799.0
3102,2.0,2.0,41.0,158277.0
3103,1.0,2.0,29.0,15502.0
3104,1.0,1.0,42.0,241191.0
3105,2.0,1.0,33.0,-7438.0
3106,2.0,1.0,39.0,36550.0
3107,1.0,1.0,35.0,128808.0
3108,2.0,2.0,28.0,234867.0
3109,3.0,1.0,48.0,36875.0
3110,2.0,1.0,35.0,81415.0
3111,3.0,1.0,47.0,67670.0
3112,1.0,2.0,43.0,58108.0
3113,1.0,1.0,44.0,208858.0
3114,1.0,1.0,32.0,3189.0
3115,2.0,1.0,46.0,7340.0
3116,2.0,2.0,25.0,24458.0
3117,1.0,2.0,27.0,113461.0
3118,2.0,1.0,43.0,57033.0
3119,1.0,2.0,28.0,76996.0
3120,2.0,1.0,36.0,109361.0
3121,3.0,1.0,44.0,257987.0
3122,1.0,2.0,32.0,157480.0
3123,1.0,2.0,30.0,462.0
3124,2.0,1.0,37.0,5744.0
3125,1.0,2.0,37.0,75360.0
3126,2.0,2.0,33.0,74763.0
3127,2.0,1.0,42.0,9377.0
3128,2.0,2.0,35.0,148305.0
3129,1.0,2.0,29.0,93962.0
3130,2.0,2.0,34.0,122810.0
3131,1.0,2.0,24.0,4857.0
3132,2.0,1.0,54.0,105365.0
3133,2.0,1.0,37.0,22908.0
3134,1.0,2.0,28.0,12595.0
3135,1.0,2.0,26.0,96353.0
3136,1.0,2.0,28.0,17359.0
3137,2.0,2.0,34.0,128312.0
3138,3.0,2.0,40.0,390.0
3139,2.0,2.0,25.0,77142.0
3140,2.0,2.0,49.0,18718.0
3141,2.0,2.0,24.0,0.0
3142,1.0,1.0,41.0,165602.0
3143,2.0,1.0,41.0,50241.0
3144,3.0,1.0,40.0,3569.0
3145,2.0,2.0,30.0,22221.0
3146,1.0,2.0,25.0,2543.0
3147,2.0,2.0,21.0,390.0
3148,1.0,2.0,39.0,231024.0
3149,1.0,1.0,33.0,50067.0
3150,3.0,2.0,52.0,0.0
3151,3.0,1.0,46.0,168501.0
3152,1.0,2.0,39.0,89095.0
3153,2.0,2.0,26.0,19366.0
3154,2.0,2.0,25.0,0.0
3155,1.0,1.0,38.0,1008.0
3156,2.0,1.0,28.0,29836.0
3157,1.0,2.0,26.0,26808.0
3158,3.0,1.0,51.0,113647.0
3159,2.0,1.0,42.0,1565.0
3160,1.0,2.0,37.0,251486.0
3161,3.0,1.0,28.0,3377.0
3162,1.0,2.0,38.0,0.0
3163,2.0,1.0,41.0,0.0
3164,1.0,2.0,32.0,13185.0
3165,1.0,2.0,28.0,0.0
3166,1.0,2.0,31.0,0.0
3167,2.0,3.0,37.0,10764.0
3168,2.0,2.0,33.0,3010.0
3169,3.0,1.0,46.0,48797.0
3170,1.0,2.0,23.0,10407.0
3171,2.0,1.0,35.0,90467.0
3172,2.0,1.0,35.0,176853.0
3173,2.0,2.0,22.0,17990.0
3174,2.0,2.0,23.0,45756.0
3175,2.0,2.0,26.0,214277.0
3176,2.0,2.0,28.0,1390.0
3177,2.0,2.0,29.0,46724.0
3178,1.0,2.0,24.0,7554.0
3179,2.0,1.0,27.0,11354.0
3180,1.0,1.0,43.0,16139.0
3181,3.0,1.0,59.0,11067.0
3182,3.0,1.0,49.0,2522.0
3183,3.0,1.0,48.0,200716.0
3184,2.0,2.0,22.0,836.0
3185,1.0,2.0,28.0,1190.0
3186,2.0,2.0,26.0,46599.0
3187,1.0,1.0,52.0,0.0
3188,1.0,2.0,39.0,673.0
3189,2.0,2.0,23.0,1291.0
3190,5.0,2.0,26.0,22683.0
3191,2.0,2.0,23.0,17461.0
3192,1.0,2.0,25.0,42437.0
3193,3.0,1.0,38.0,14084.0
3194,1.0,2.0,38.0,3527.0
3195,3.0,2.0,39.0,7824.0
3196,1.0,2.0,31.0,11479.0
3197,1.0,2.0,33.0,8417.0
3198,2.0,2.0,24.0,15703.0
3199,2.0,2.0,34.0,149172.0
3200,2.0,1.0,26.0,60597.0
3201,1.0,1.0,30.0,6885.0
3202,1.0,2.0,25.0,71106.0
3203,2.0,1.0,38.0,48399.0
3204,1.0,2.0,28.0,3330.0
3205,1.0,2.0,34.0,-1730.0
3206,1.0,1.0,37.0,3144.0
3207,1.0,2.0,34.0,13006.0
3208,2.0,1.0,23.0,72364.0
3209,1.0,2.0,25.0,12660.0
3210,3.0,2.0,30.0,213894.0
3211,3.0,1.0,49.0,0.0
3212,2.0,1.0,25.0,33322.0
3213,2.0,2.0,28.0,22872.0
3214,2.0,1.0,59.0,2946.0
3215,2.0,1.0,31.0,33639.0
3216,1.0,2.0,25.0,9317.0
3217,3.0,2.0,52.0,31858.0
3218,1.0,1.0,39.0,0.0
3219,1.0,2.0,29.0,33330.0
3220,1.0,2.0,36.0,0.0
3221,2.0,2.0,24.0,35806.0
3222,2.0,2.0,33.0,98990.0
3223,2.0,2.0,28.0,1743.0
3224,3.0,1.0,25.0,132110.0
3225,3.0,1.0,44.0,17095.0
3226,5.0,1.0,57.0,116497.0
3227,1.0,2.0,32.0,8010.0
3228,2.0,1.0,26.0,43721.0
3229,5.0,2.0,27.0,107599.0
3230,2.0,1.0,48.0,28132.0
3231,2.0,1.0,29.0,70422.0
3232,3.0,1.0,59.0,37201.0
3233,2.0,1.0,26.0,30954.0
3234,2.0,1.0,33.0,0.0
3235,3.0,1.0,50.0,5523.0
3236,1.0,1.0,41.0,118847.0
3237,2.0,1.0,38.0,45972.0
3238,1.0,2.0,25.0,3167.0
3239,2.0,1.0,44.0,16925.0
3240,2.0,2.0,29.0,3594.0
3241,3.0,1.0,40.0,91368.0
