,tv,radio,social_media,sales
640,18000.0,7022.07,289.6,61846.75
641,11000.0,6244.16,759.35,42196.11
642,42000.0,11759.25,5010.34,147859.81
643,82000.0,28879.55,832.75,287861.31
644,24000.0,6816.99,3927.8,90572.97
645,28000.0,4140.97,2501.2,97136.87
646,31000.0,9954.12,3674.95,107214.08
647,83000.0,32566.47,5179.91,295781.83
648,100000.0,33331.71,6057.54,355893.48
649,42000.0,12811.37,2234.52,150528.84
650,59000.0,16976.45,4517.27,208111.93
651,31000.0,14953.48,48.02,109541.12
652,87000.0,27148.48,1178.33,308233.43
653,32000.0,25486.27,4172.27,115339.62
654,80000.0,29351.13,5061.33,287899.34
655,53000.0,15467.61,3337.65,191399.51
656,81000.0,28105.21,5059.69,282769.28
657,20000.0,8529.03,4146.16,76285.3
658,74000.0,24556.06,3088.86,260014.31
659,15000.0,12094.01,1192.83,54927.69
660,15000.0,13128.82,2864.04,51854.63
661,82000.0,27874.59,2319.35,287786.16
662,37000.0,12709.24,4638.51,129637.16
663,55000.0,14491.81,3340.07,195951.43
664,22000.0,8781.47,5393.66,76399.33
665,78000.0,26466.83,3613.32,280498.25
666,14000.0,1173.47,1042.34,54059.61
667,13000.0,2320.13,982.35,49430.55
668,83000.0,31671.89,3754.57,296638.69
669,29000.0,19647.63,856.13,105830.13
670,33000.0,21121.99,5403.3,119559.13
671,91000.0,32533.13,5651.04,319929.94
672,48000.0,26550.7,6375.07,173870.02
673,74000.0,24317.72,5292.84,265522.51
674,47000.0,12131.86,2877.69,166750.69
675,65000.0,16257.73,3206.35,231657.47
676,43000.0,26159.18,5231.82,152081.31
677,68000.0,20316.85,2650.21,238778.29
678,54000.0,17136.26,3315.39,190214.33
679,33000.0,5809.82,1228.69,112811.07
680,89000.0,32426.27,5848.85,319503.45
681,77000.0,17666.09,1874.09,275675.28
682,20000.0,8178.45,768.76,74809.42
683,55000.0,17463.09,4017.84,202978.0
684,35000.0,14078.35,1116.86,121215.8
685,30000.0,10786.0,476.18,107756.17
686,46000.0,12454.3,2053.71,171108.34
687,19000.0,4718.76,1231.21,71687.78
688,73000.0,15958.31,3916.94,259254.78
689,41000.0,16688.3,4329.4,144353.91
690,18000.0,8202.8,104.49,64167.85
691,41000.0,20378.55,3688.39,145408.25
692,94000.0,35773.69,2094.51,332922.74
693,60000.0,26916.41,5854.13,215855.01
694,15000.0,13560.13,3317.59,54254.37
695,83000.0,30594.81,4644.49,294980.64
696,24000.0,23861.29,6666.1,83229.88
697,49000.0,17979.29,1427.13,176948.35
698,48000.0,14964.39,29.69,172705.14
699,96000.0,25185.16,5737.25,344544.22
700,83000.0,30056.61,4918.53,297358.96
701,62000.0,29010.73,3913.41,219235.24
702,43000.0,12212.16,3794.75,151408.63
703,30000.0,6374.57,2643.27,108441.9
704,48000.0,16382.46,4722.28,170168.41
705,36000.0,14775.98,8008.03,124165.91
706,25000.0,981.14,1377.66,92302.43
707,35000.0,19156.5,3724.76,130478.75
708,12000.0,9359.06,5249.31,46287.56
709,65000.0,23907.96,2558.25,234181.45
710,54000.0,25985.86,5632.78,192520.49
711,66000.0,18451.22,5734.66,237635.75
712,25000.0,965.16,2585.39,85234.26
713,45000.0,17486.2,2355.67,160085.9
714,89000.0,29617.55,4126.55,312550.05
715,36000.0,19403.85,3950.26,128580.08
716,33000.0,18648.77,2010.87,115084.98
717,45000.0,13665.91,1506.38,158864.76
718,68000.0,18167.83,7064.56,244865.92
719,63000.0,20343.6,2500.26,228647.69
720,35000.0,5926.63,2135.84,124079.43
721,84000.0,23672.61,3107.65,298903.3
722,96000.0,25060.95,8261.17,338015.54
723,45000.0,14190.71,3321.54,159727.98
724,60000.0,24192.99,8827.69,209902.84
725,52000.0,18405.48,4588.63,182230.11
726,73000.0,18810.71,3011.66,262496.25
727,15000.0,4649.78,2389.72,53430.8
728,69000.0,21915.04,1356.27,245810.22
729,99000.0,44861.3,8579.32,355148.08
730,16000.0,2724.76,1034.83,57629.38
731,65000.0,15609.66,6728.21,233514.2
732,79000.0,31429.73,3255.13,280610.47
733,44000.0,12770.32,2776.05,155367.67
734,42000.0,15793.33,1878.8,148790.26
735,22000.0,11784.93,9.09,80962.31
736,42000.0,8342.33,4017.46,155179.46
737,62000.0,23553.3,5892.93,219548.51
738,23000.0,7956.17,912.08,83036.2
739,89000.0,34213.98,4786.46,318711.73
740,67000.0,27114.03,2646.6,236028.78
741,94000.0,37475.2,6093.51,334060.93
742,50000.0,10374.47,4329.79,176586.2
743,96000.0,37006.49,7150.1,343320.48
744,86000.0,32608.3,4793.07,306082.84
745,66000.0,20154.41,3502.21,236001.64
746,60000.0,26097.28,1525.98,217229.31
747,59000.0,16843.66,1582.1,207189.31
748,63000.0,21401.58,2332.84,221285.0
749,61000.0,16134.96,3038.42,216015.76
750,54000.0,10867.07,2932.96,198521.41
751,80000.0,26454.67,7956.07,279180.27
752,51000.0,17898.43,925.63,179930.6
753,56000.0,25325.63,2071.34,203423.12
754,100000.0,39523.25,9351.92,355949.98
755,47000.0,13943.13,6153.94,169714.93
756,55000.0,25731.39,3820.39,193000.39
757,20000.0,12354.06,4355.86,72208.76
758,89000.0,25895.09,2400.94,315479.05
759,30000.0,6334.38,795.48,102573.64
760,54000.0,23745.6,3850.86,187491.38
761,66000.0,12057.04,3722.75,236756.79
762,55000.0,10115.34,2922.21,191272.54
763,78000.0,29713.45,5312.68,271126.01
764,53000.0,17040.16,3156.62,190459.6
765,96000.0,22451.02,1115.81,344934.2
766,44000.0,8517.66,443.22,153055.25
767,65000.0,19809.94,6390.37,232327.34
768,41000.0,10711.51,1080.98,139630.36
769,68000.0,26113.63,2738.41,239788.76
770,67000.0,15840.89,5144.71,238845.91
771,87000.0,28655.22,4327.04,306949.98
772,69000.0,19656.53,3380.06,245094.43
773,64000.0,24597.46,7320.93,231268.35
774,61000.0,27022.86,2957.68,218367.58
775,97000.0,26745.17,8197.65,344687.17
776,89000.0,37376.2,2616.11,314554.99
777,46000.0,12563.88,5640.95,169403.57
778,25000.0,3894.42,1756.19,87352.49
779,80000.0,24170.0,3535.18,286030.04
780,31000.0,9246.98,2709.76,109075.0
781,74000.0,29661.61,6605.58,264240.22
782,76000.0,19862.22,2198.5,269441.7
783,70000.0,14868.19,5769.51,245765.93
784,48000.0,22610.3,3849.71,169138.76
785,30000.0,9820.6,3392.01,104191.86
786,25000.0,12540.18,1757.87,90331.84
787,73000.0,29588.01,5256.75,262882.38
788,50000.0,16073.92,2133.29,176445.49
789,43000.0,5531.8,738.54,150831.36
790,73000.0,21291.86,4094.0,258143.55
791,84000.0,23977.72,4967.36,299748.58
792,28000.0,9969.77,5801.15,101386.12
793,43000.0,16566.16,3758.38,159537.25
794,74000.0,31100.28,4276.77,263910.63
795,65000.0,23378.74,496.56,240271.68
796,37000.0,2321.75,1763.9,129815.86
797,43000.0,14503.55,5540.17,153105.03
798,65000.0,19438.55,1017.77,228820.98
799,10000.0,7951.31,5221.65,39159.97
800,58000.0,20061.96,2818.23,210302.45
801,87000.0,36605.37,9215.62,307935.83
802,84000.0,28044.44,3311.68,301138.57
803,42000.0,6699.75,2161.86,147922.85
804,64000.0,14238.47,455.45,227245.54
805,69000.0,19785.48,2708.75,244220.17
806,38000.0,10734.54,510.88,136590.28
807,62000.0,19801.5,7431.55,220364.74
808,35000.0,16176.11,2801.68,127059.56
809,38000.0,8937.95,801.88,134780.04
810,29000.0,8217.61,1975.59,103872.7
811,61000.0,23671.91,3362.02,217368.03
812,77000.0,29862.35,917.61,276173.66
813,74000.0,22361.4,2046.32,271234.82
814,74000.0,24711.08,793.26,262557.76
815,94000.0,24218.8,3462.43,336155.8
816,55000.0,22931.62,2019.96,195896.35
817,92000.0,33151.74,6429.61,329531.13
818,47000.0,16520.7,595.26,171732.33
819,36000.0,16583.48,710.4,128750.08
820,25000.0,1908.47,1922.72,90193.51
821,80000.0,29713.34,2221.6,283083.49
822,40000.0,8209.85,5633.47,142849.14
823,66000.0,24911.25,3124.26,236649.18
824,23000.0,6115.9,2001.03,80960.34
825,82000.0,17359.69,4361.82,295518.08
826,82000.0,23570.63,5577.01,286658.9
827,18000.0,767.38,514.44,66723.38
828,53000.0,20033.08,4304.45,190456.6
829,93000.0,29606.36,4534.05,331036.11
830,14000.0,5242.04,1379.92,49398.07
831,22000.0,16102.46,4881.43,74814.6
832,12000.0,8270.66,1837.37,43641.78
833,60000.0,23600.16,1991.32,209321.78
834,69000.0,23965.3,4494.19,244654.81
835,75000.0,20357.78,6382.53,269037.88
836,17000.0,10624.93,5604.88,62500.5
837,45000.0,25544.78,4020.04,153947.33
838,22000.0,1631.35,3584.06,79279.51
839,42000.0,20923.21,3350.24,154549.28
840,68000.0,13866.16,40.68,239762.73
841,74000.0,30967.51,13083.96,266757.2
842,65000.0,18506.52,4245.57,234159.66
843,75000.0,19123.02,1254.94,266507.99
844,24000.0,6155.12,1258.23,86583.22
845,48000.0,22655.04,5973.43,168778.55
846,18000.0,12094.42,487.39,64207.09
847,52000.0,31478.53,8214.62,184032.22
848,95000.0,36906.18,5525.36,335556.91
849,80000.0,27531.49,8330.08,281644.62
850,72000.0,25932.09,237.23,253966.03
851,27000.0,4174.46,233.59,90432.08
852,67000.0,21664.31,4774.57,239800.74
853,17000.0,16692.85,2123.01,58799.58
854,35000.0,14502.14,3448.79,125162.1
855,15000.0,13498.2,2084.05,53996.88
856,40000.0,15161.18,1608.33,141627.95
857,40000.0,19514.15,4048.58,140993.51
858,28000.0,4516.14,2922.55,100423.7
859,23000.0,6097.33,1785.86,80634.84
860,66000.0,29203.52,7078.86,237950.98
861,35000.0,16589.92,2529.49,118101.65
862,67000.0,17553.83,3392.16,237742.5
863,68000.0,23582.83,4234.53,241230.92
864,89000.0,19646.78,2399.58,314890.62
865,85000.0,31644.76,4339.36,301556.19
866,98000.0,17538.8,2351.62,342575.85
867,67000.0,22926.49,5522.95,237989.09
868,75000.0,26073.51,3421.47,269936.57
869,95000.0,30065.0,4960.87,341437.64
870,97000.0,37346.94,3515.73,348215.57
871,34000.0,4444.78,1415.73,121046.01
872,28000.0,10760.96,627.23,98360.75
873,51000.0,20120.91,3424.06,178520.79
874,41000.0,11211.92,5767.49,143122.4
875,59000.0,13994.73,5248.4,212348.92
876,12000.0,14332.48,653.01,43058.87
877,98000.0,34038.37,3568.0,349208.99
878,93000.0,25647.05,5124.38,334542.59
879,43000.0,13844.75,5092.25,156982.32
880,24000.0,14000.97,919.03,87567.52
881,38000.0,6353.39,2851.75,137731.74
882,95000.0,37817.6,4893.1,342196.85
883,50000.0,17478.61,6264.96,173853.69
884,28000.0,7109.08,272.96,105163.31
885,13000.0,4418.32,15.49,44870.53
886,80000.0,25723.96,4586.28,283975.97
887,21000.0,15221.78,2481.03,69014.77
888,30000.0,13942.64,2597.3,106613.13
889,53000.0,19741.43,1555.01,192110.63
890,85000.0,29383.21,5319.16,301004.57
891,11000.0,3634.93,1388.21,41021.31
892,38000.0,9479.73,386.66,131036.56
893,24000.0,5617.4,3243.77,89245.37
894,72000.0,23595.37,4882.77,257392.2
895,63000.0,21117.78,500.86,223870.45
896,59000.0,18590.67,1662.43,207718.1
897,13000.0,95.05,111.19,44179.45
898,95000.0,30465.23,8791.08,339376.07
899,90000.0,25697.89,4923.82,321719.82
900,55000.0,21806.48,2570.98,193559.83
901,91000.0,31174.33,5100.24,326074.47
902,95000.0,26642.84,6894.24,339902.1
903,36000.0,4215.08,2654.88,130285.44
904,21000.0,3108.36,1361.97,73428.38
905,83000.0,30644.97,6844.19,286098.17
906,55000.0,18586.37,2324.65,197708.58
907,55000.0,15241.26,3849.38,193101.44
908,99000.0,27614.23,3848.63,355914.73
909,21000.0,16056.54,3539.86,71910.44
910,43000.0,15096.39,5999.43,155818.05
911,54000.0,14967.24,840.08,187656.45
912,74000.0,19290.15,4359.48,266937.71
913,53000.0,25049.16,6471.1,189610.0
914,19000.0,8953.28,3287.14,69342.13
915,35000.0,15364.14,8140.87,128073.44
916,40000.0,13825.3,4073.5,139680.99
917,11000.0,7374.95,3609.16,33980.0
918,29000.0,8714.94,956.6,100286.51
919,63000.0,18072.95,4072.74,221539.64
920,38000.0,12367.43,2412.97,136770.96
921,68000.0,17742.24,2756.64,241545.38
922,87000.0,30991.0,5461.51,307344.05
923,70000.0,19866.46,1948.67,251241.49
924,94000.0,34440.56,5361.41,329014.93
925,58000.0,21590.95,5880.67,208740.33
926,90000.0,29558.0,3425.63,316816.65
927,44000.0,10014.75,2056.04,154496.23
928,58000.0,20502.78,2798.56,203412.76
929,80000.0,36088.42,6192.08,278389.12
930,38000.0,14815.14,6190.34,135216.52
931,68000.0,18968.55,3658.66,238599.75
932,40000.0,14685.25,1862.29,140531.25
933,22000.0,5920.99,4016.22,79152.35
934,77000.0,26932.39,1123.16,269618.39
935,60000.0,26004.35,2260.04,210242.95
936,89000.0,29917.88,7203.81,322521.99
937,56000.0,20895.99,2781.97,199556.66
938,46000.0,10357.52,6720.74,161899.22
939,41000.0,11740.89,1639.61,144565.71
940,69000.0,23744.11,5035.55,244375.48
941,36000.0,19229.5,3440.34,130555.11
942,38000.0,12938.74,763.28,134915.84
943,22000.0,11589.38,1271.97,75269.94
944,13000.0,4217.29,150.64,46757.66
945,32000.0,7070.62,2235.48,109941.64
946,83000.0,24740.86,5191.62,289189.09
947,15000.0,3496.29,3055.32,49062.85
948,26000.0,6632.05,1415.37,95141.29
949,68000.0,30724.04,7606.63,237648.11
950,99000.0,31835.38,7836.5,354736.67
951,74000.0,17418.29,483.53,263548.75
952,40000.0,22158.93,1900.72,138113.81
953,48000.0,13255.88,879.22,174433.53
954,24000.0,7565.57,3761.23,84800.07
955,21000.0,8648.68,6921.29,73541.33
956,93000.0,21696.84,2925.12,330552.3
957,50000.0,16968.04,3494.95,178128.76
958,30000.0,10308.88,1221.52,106471.53
959,18000.0,11983.23,1622.75,60986.9
960,61000.0,21376.65,5541.44,214290.92
961,57000.0,24122.22,5012.81,205361.68
962,89000.0,25768.58,4213.17,320405.14
963,97000.0,27514.49,5630.37,347766.02
964,98000.0,31349.01,7638.37,350568.06
965,52000.0,10652.2,819.96,184159.7
966,50000.0,16669.52,4302.8,177797.88
967,87000.0,30203.64,9267.8,305636.22
968,96000.0,36926.25,8933.15,336436.56
969,83000.0,32191.93,4530.12,293065.59
970,29000.0,12058.21,2638.57,101255.98
971,74000.0,20427.05,6319.06,261931.45
972,75000.0,22302.98,5177.04,268767.54
973,72000.0,25907.12,4715.78,260169.67
974,13000.0,1825.47,1445.95,49090.89
975,42000.0,12972.34,4980.15,148956.55
976,12000.0,7759.46,3181.06,44338.81
977,71000.0,23357.85,4385.04,250360.86
978,89000.0,40028.69,8219.31,313914.92
979,40000.0,13946.66,2117.29,138023.96
980,88000.0,34493.47,5891.36,311682.55
981,47000.0,8321.26,2224.66,164715.86
982,86000.0,31989.79,4802.36,303318.84
983,10000.0,9848.34,3852.18,36574.91
984,60000.0,27286.77,4912.13,216626.33
985,69000.0,18074.0,7332.93,249058.1
986,88000.0,25621.27,4608.97,312559.54
987,88000.0,24871.44,3514.42,313001.26
988,70000.0,23988.39,3972.95,249683.97
989,54000.0,19401.78,3531.38,196830.9
990,13000.0,1685.99,1511.99,49080.14
991,68000.0,29435.18,3224.93,240191.88
992,100000.0,28189.02,7089.47,351075.96
993,99000.0,29460.9,3652.06,352688.66
994,36000.0,9430.65,1800.42,126681.35
995,91000.0,25727.82,1843.73,323992.52
996,76000.0,26119.45,2807.86,274127.08
997,62000.0,22511.18,5611.98,217570.26
998,10000.0,2609.14,2819.62,38767.76
999,15000.0,3290.24,2496.8,54257.55
1000,86000.0,24318.04,4732.21,301588.15
1001,74000.0,22336.91,3305.11,260465.26
1002,56000.0,18732.09,5045.61,195768.01
1003,58000.0,13023.69,2801.24,202876.16
1004,64000.0,17739.14,7069.54,229302.55
1005,15000.0,4490.23,3840.35,56725.57
1006,15000.0,987.43,1921.88,50353.37
1007,45000.0,19269.95,2345.69,154823.65
1008,80000.0,32873.0,3930.69,286104.72
1009,35000.0,16299.76,58.39,124029.38
1010,71000.0,18532.16,2698.18,246810.98
1011,80000.0,21827.02,1183.16,284293.47
1012,38000.0,2589.3,4232.25,138102.77
1013,32000.0,17631.31,5079.57,114659.1
1014,43000.0,14866.36,1188.06,151773.62
1015,98000.0,28937.49,5478.69,341530.51
1016,40000.0,7646.08,2037.29,141594.06
1017,85000.0,19843.98,1989.41,302865.07
1018,44000.0,15990.54,2975.99,157303.69
1019,20000.0,7924.26,1392.12,72906.78
1020,98000.0,32216.29,5011.83,346207.05
1021,77000.0,27143.71,5714.89,271363.42
1022,77000.0,24188.54,5133.8,280549.7
1023,90000.0,26321.04,4477.03,325782.99
1024,38000.0,8781.97,3023.61,131734.01
1025,61000.0,19568.68,4721.14,214050.52
1026,100000.0,31632.32,6437.84,351865.61
1027,66000.0,23348.51,1951.88,235167.86
1028,79000.0,20475.57,4375.1,276546.51
1029,85000.0,30206.96,8387.59,297840.69
1030,31000.0,417.44,1904.98,111394.03
1031,58000.0,22869.18,6281.66,208923.08
1032,21000.0,15772.76,1943.86,70434.34
1033,91000.0,34151.01,7847.44,329758.56
1034,27000.0,2400.93,1783.29,95822.1
1035,30000.0,10890.04,3371.9,104408.19
1036,79000.0,21046.42,4585.3,279000.21
1037,80000.0,29630.69,7527.31,285720.92
1038,39000.0,16532.47,1140.11,135102.79
1039,36000.0,11335.44,147.56,134956.48
1040,51000.0,20083.11,3352.91,183574.76
1041,23000.0,12668.74,2059.28,82446.44
1042,32000.0,11591.54,1284.59,115614.31
1043,30000.0,15523.9,2819.39,104039.75
1044,62000.0,24482.64,3483.94,222803.56
1045,81000.0,36123.13,4584.25,289653.41
1046,56000.0,23965.74,6276.64,197944.95
1047,92000.0,37097.2,5853.24,325258.37
1048,13000.0,2528.95,1071.3,44474.79
1049,84000.0,23490.99,6384.88,300411.97
1050,85000.0,28160.13,5626.38,303147.12
1051,75000.0,19532.26,3961.23,268489.24
1052,41000.0,11401.08,5818.7,145416.85
1053,71000.0,25766.14,4752.51,256223.6
1054,28000.0,10372.65,2055.38,97558.71
1055,46000.0,10178.76,774.72,162075.26
1056,34000.0,6508.5,278.44,121029.77
1057,27000.0,7772.64,26.54,91739.14
1058,30000.0,13417.26,6440.22,102653.17
1059,95000.0,33333.66,6909.88,343089.79
1060,34000.0,13972.82,1019.28,122689.54
1061,20000.0,1969.92,236.86,72176.99
1062,86000.0,26940.96,6458.13,306435.18
1063,38000.0,7154.54,928.59,134792.29
1064,66000.0,18141.45,6395.81,240291.4
1065,25000.0,5573.78,880.54,85234.27
1066,44000.0,16083.48,1731.77,152167.95
1067,61000.0,10384.78,2257.49,223678.59
1068,69000.0,34178.61,5927.94,240035.02
1069,76000.0,31574.43,5668.19,273042.52
1070,89000.0,30980.93,4599.57,318045.21
1071,11000.0,1877.36,1318.66,36971.82
1072,88000.0,26808.0,5019.69,314657.13
1073,27000.0,5176.45,3561.28,100145.86
1074,65000.0,20464.93,4853.31,230517.95
1075,48000.0,21503.94,4735.4,168056.49
1076,48000.0,7639.38,25.41,171001.57
1077,46000.0,15498.16,170.0,166983.31
1078,10000.0,2197.71,1486.7,31402.26
1079,66000.0,16366.03,1939.18,235066.98
1080,42000.0,16582.42,2233.25,149892.07
1081,71000.0,24044.24,3088.35,247780.6
1082,51000.0,24646.88,6444.05,189498.47
1083,81000.0,32006.21,5572.24,287960.94
1084,10000.0,5139.77,4751.06,38051.64
1085,21000.0,9687.8,3394.48,78448.92
1086,83000.0,20726.21,4608.83,292366.43
1087,96000.0,27151.07,3544.25,337943.05
1088,83000.0,24574.64,6190.65,293263.51
1089,84000.0,27817.58,6171.06,298322.48
1090,56000.0,11872.75,2349.05,201742.01
1091,82000.0,25518.06,2738.88,288530.58
1092,45000.0,17943.59,169.79,158764.74
1093,21000.0,6397.65,151.22,70770.51
1094,45000.0,10843.36,1303.21,156867.96
1095,18000.0,5104.03,2428.5,60266.16
1096,42000.0,8898.19,2816.42,144075.33
1097,36000.0,5363.57,899.46,127664.7
1098,38000.0,19201.98,2827.45,131752.34
1099,55000.0,19722.04,4378.78,195561.48
1100,61000.0,20914.1,1168.95,221388.68
1101,67000.0,18897.64,4219.2,242930.88
1102,96000.0,33956.07,7224.47,344250.47
1103,74000.0,25360.71,3636.62,260104.09
1104,54000.0,24820.51,3394.68,191042.47
1105,64000.0,16077.64,2392.24,224515.54
1106,37000.0,15408.77,1935.1,133611.41
1107,55000.0,20835.04,3654.61,199521.6
1108,28000.0,8907.13,3911.82,101311.66
1109,58000.0,20924.88,6059.81,207310.64
1110,44000.0,8447.03,1086.84,164238.95
1111,74000.0,23420.13,2281.38,262598.64
1112,49000.0,15610.22,3431.27,175962.85
1113,17000.0,1619.1,2938.54,57900.89
1114,92000.0,27074.33,7765.01,326682.21
1115,45000.0,12224.54,6078.84,159171.0
1116,40000.0,20135.39,4956.79,142743.8
1117,49000.0,13856.87,150.05,173756.5
1118,89000.0,34723.55,6137.64,315234.45
1119,67000.0,28631.17,9072.55,238419.77
1120,40000.0,18810.43,847.6,139870.74
1121,88000.0,20583.13,3181.66,312271.32
1122,14000.0,6082.04,1154.43,49044.9
1123,42000.0,6180.15,1886.43,145265.81
1124,38000.0,12905.77,90.81,136244.52
1125,56000.0,12978.56,1005.7,204376.41
1126,55000.0,15766.98,3123.58,197731.27
1127,84000.0,27645.23,5916.65,300924.19
1128,85000.0,30354.65,7753.12,305612.06
1129,67000.0,25582.81,4020.77,238603.07
1130,17000.0,7197.85,1394.33,59495.16
1131,22000.0,15126.47,3792.19,86803.96
1132,10000.0,5040.12,704.36,36860.56
1133,96000.0,27252.91,3938.1,341912.42
1134,39000.0,14378.57,241.24,141112.01
1135,64000.0,22816.92,6280.74,226590.17
1136,60000.0,13098.53,5210.83,215583.36
1137,55000.0,12370.95,918.58,194628.78
1138,57000.0,23742.42,2585.25,206479.83
1139,56000.0,11221.7,1626.54,200347.42
1140,45000.0,14178.01,3769.63,158539.39
1141,12000.0,6636.05,838.32,43428.26
1142,20000.0,345.73,787.33,71318.65
1143,92000.0,26866.27,5435.4,328443.79
1144,22000.0,4477.49,1528.47,71645.59
1145,70000.0,22858.24,6146.32,248050.62
1146,58000.0,16776.5,471.0,210880.93
1147,46000.0,15502.56,4694.88,161782.64
1148,43000.0,15513.08,1626.38,155041.24
1149,63000.0,22176.57,7680.73,223423.65
1150,47000.0,9961.82,4068.03,164214.74
1151,65000.0,22063.4,3577.57,229252.24
1152,49000.0,8208.26,4305.74,172960.98
1153,15000.0,8592.1,4880.31,54884.92
1154,27000.0,9406.94,4527.24,96751.23
1155,86000.0,20662.69,2867.55,312434.01
1156,98000.0,34220.11,4474.84,350727.53
1157,24000.0,5117.51,2209.7,83751.48
1158,13000.0,4782.5,1413.94,46901.98
1159,16000.0,2075.97,1435.04,52415.12
1160,23000.0,12057.16,1448.22,84120.21
1161,43000.0,14743.16,5086.1,152601.88
1162,71000.0,26231.46,3893.3,252853.73
1163,18000.0,1056.11,748.77,62498.08
1164,95000.0,35168.12,6795.15,345003.03
1165,74000.0,28117.0,5894.17,260181.05
1166,85000.0,32270.83,1256.19,300048.67
1167,27000.0,8643.65,3579.15,99479.88
1168,24000.0,848.26,1592.57,83771.57
1169,64000.0,14604.65,1769.48,220304.75
1170,40000.0,10487.45,2202.96,142612.7
1171,63000.0,17987.94,3817.06,222909.62
1172,36000.0,17033.55,4427.63,130996.08
1173,24000.0,894.52,1024.99,85811.65
1174,80000.0,25704.76,2284.9,281541.46
1175,39000.0,17297.12,2141.65,135364.4
1176,14000.0,3443.83,82.93,52360.98
1177,75000.0,32438.62,4859.32,269533.61
1178,37000.0,6128.44,1455.54,130217.27
1179,38000.0,17843.12,2009.78,130370.88
1180,12000.0,6233.07,3695.36,45074.83
1181,80000.0,26196.52,5181.13,286770.11
1182,91000.0,24925.55,4999.09,322301.44
1183,27000.0,14944.11,1452.69,98652.62
1184,75000.0,23680.42,3618.13,266369.03
1185,41000.0,19969.57,4491.04,148258.64
1186,20000.0,6870.16,5127.57,69697.82
1187,11000.0,11853.94,3008.45,37706.53
1188,67000.0,18140.53,1952.5,239170.89
1189,82000.0,31185.86,7488.03,291314.67
1190,46000.0,14392.38,1240.4,162900.14
1191,67000.0,15962.3,4823.87,235938.76
1192,21000.0,8228.73,1595.73,72916.45
1193,48000.0,15839.64,5286.1,170448.63
1194,36000.0,8338.7,1453.64,133270.19
1195,95000.0,26723.54,3600.53,333922.52
1196,73000.0,23512.63,5371.99,265896.64
1197,64000.0,10703.0,2756.14,231734.87
1198,25000.0,7100.09,1593.69,89810.16
1199,42000.0,6409.45,3618.96,144051.5
1200,47000.0,17549.14,3593.25,166124.1
1201,81000.0,27013.93,4050.4,284788.72
1202,37000.0,7753.85,646.9,128577.54
1203,43000.0,22074.96,3662.35,153064.91
1204,64000.0,18106.14,3746.01,222341.93
1205,50000.0,24234.28,3802.23,172796.82
1206,85000.0,17928.15,2125.62,305383.28
1207,37000.0,14826.09,5056.45,133966.5
1208,87000.0,36781.45,5944.54,310006.47
1209,94000.0,39221.2,10420.85,336888.41
1210,88000.0,28328.12,2466.93,313048.27
1211,10000.0,2298.25,2435.48,33591.45
1212,24000.0,14684.12,975.86,87865.03
1213,38000.0,11250.14,3183.2,134587.11
1214,99000.0,38263.67,3918.18,348837.59
1215,33000.0,22703.38,2302.99,118874.05
1216,57000.0,24073.76,3314.48,208183.39
1217,72000.0,14317.31,1755.86,256170.56
1218,29000.0,11922.71,6033.39,103874.41
1219,40000.0,21842.97,4621.47,147424.59
1220,17000.0,5002.42,3007.19,59243.6
1221,96000.0,33166.91,4802.68,345054.35
1222,46000.0,17921.3,2374.45,167475.67
1223,57000.0,17265.53,3183.22,205651.7
1224,36000.0,16016.64,2893.22,126177.63
1225,42000.0,9457.62,1857.78,150882.74
1226,90000.0,29096.9,6041.62,322836.33
1227,18000.0,8254.89,3241.75,62388.69
1228,51000.0,20695.9,7122.48,179782.49
1229,28000.0,15027.99,2260.93,94771.43
1230,44000.0,11909.5,3863.59,152220.03
1231,18000.0,544.77,584.8,61928.42
1232,38000.0,12068.43,851.56,133295.23
1233,65000.0,18470.27,3450.91,230445.23
1234,33000.0,13380.02,5391.6,113680.71
1235,74000.0,25855.26,5046.78,260979.01
1236,21000.0,4981.47,3017.01,75362.15
1237,74000.0,29345.5,3295.65,262012.44
1238,40000.0,10838.22,3212.55,143382.09
1239,94000.0,30972.75,3950.37,336602.3
1240,75000.0,24569.62,3306.95,261289.45
1241,61000.0,18976.9,2309.44,215391.35
1242,92000.0,35311.86,5238.63,329031.2
1243,99000.0,33899.27,7955.18,352899.96
1244,68000.0,26214.74,5257.85,237886.0
1245,42000.0,19995.6,4136.1,145734.7
1246,63000.0,16529.49,3351.42,223695.06
1247,75000.0,28808.84,6731.95,268791.68
1248,15000.0,17878.53,6684.45,50735.6
1249,49000.0,21105.67,7209.66,170045.74
1250,66000.0,18927.35,7016.31,232620.53
1251,31000.0,6900.11,742.4,111826.88
1252,56000.0,20745.99,4241.66,202986.19
1253,54000.0,20111.78,3804.18,194129.17
1254,60000.0,12234.06,1659.74,214191.75
1255,35000.0,5121.27,875.16,122823.66
1256,50000.0,8412.3,3642.78,177128.4
1257,37000.0,14428.98,246.28,131292.09
1258,39000.0,13632.85,2890.44,136801.92
1259,28000.0,18404.92,2688.17,102388.62
1260,87000.0,26928.71,550.21,306988.47
1261,61000.0,23909.85,5372.98,218092.67
1262,40000.0,8588.41,3068.65,140161.55
1263,79000.0,27506.7,7241.43,285480.05
1264,11000.0,216.1,753.24,41396.52
1265,80000.0,27512.36,1032.77,283416.97
1266,11000.0,491.15,1505.06,34933.0
