Stock Symbol,Exchange,Company Name,Last Sale,Market Capitalization,IPO Year,Sector,Industry
ACU,amex,Acme United Corporation.,27.39,91.13899245,1988.0,Capital Goods,Industrial Machinery/Components
ROX,amex,"Castle Brands, Inc.",1.46,237.64444382,2006.0,Consumer Non-Durables,Beverages (Production/Distribution)
CQP,amex,"Cheniere Energy Partners, LP",32.7,11046.9228876,2007.0,Public Utilities,Oil/Gas Transmission
CIX,amex,CompX International Inc.,14.35,178.21418545,1998.0,Capital Goods,Industrial Machinery/Components
GSAT,amex,"Globalstar, Inc.",1.73,1931.55066056,2006.0,Consumer Services,Telecommunications Equipment
SIM,amex,"Grupo Simec, S.A. de C.V.",12.8,2123.5593088,1993.0,Basic Industries,Steel/Iron Ore
IMH,amex,"Impac Mortgage Holdings, Inc.",12.36,198.07496988,1997.0,Consumer Services,Real Estate Investment Trusts
IDN,amex,"Intellicheck Mobilisa, Inc.",3.19,34.27207762,1999.0,Technology,Computer Software: Prepackaged Software
INS,amex,Intelligent Systems Corporation,4.69,41.00607231,1992.0,Technology,Computer Software: Prepackaged Software
INTT,amex,inTest Corporation,6.275,65.27291395,1997.0,Capital Goods,Electrical Products
LBY,amex,"Libbey, Inc.",13.82,302.698769,1993.0,Capital Goods,Industrial Machinery/Components
NBY,amex,"NovaBay Pharmaceuticals, Inc.",3.7,56.5662475,2007.0,Health Care,Major Pharmaceuticals
TIS,amex,Orchids Paper Products Company,22.93,236.24529063,2005.0,Basic Industries,Paper
SEB,amex,Seaboard Corporation,3933.0,4603.77315,1996.0,Finance,Investment Bankers/Brokers/Service
VSR,amex,"Versar, Inc.",1.27,12.63771666,1986.0,Consumer Services,Military/Government/Technical
AAPL,nasdaq,Apple Inc.,141.05,740024.467,1980.0,Technology,Computer Manufacturing
GOOG,nasdaq,Alphabet Inc.,823.56,569426.12450412,2004.0,Technology,"Computer Software: Programming, Data Processing"
MSFT,nasdaq,Microsoft Corporation,64.95,501903.061809,1986.0,Technology,Computer Software: Prepackaged Software
AMZN,nasdaq,"Amazon.com, Inc.",884.67,422138.53062606,1997.0,Consumer Services,Catalog/Specialty Distribution
CSCO,nasdaq,"Cisco Systems, Inc.",32.42,162354.69952773998,1990.0,Technology,Computer Communications Equipment
AMGN,nasdaq,Amgen Inc.,161.61,118927.21053531,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CELG,nasdaq,Celgene Corporation,124.45,96817.92731595,1987.0,Health Care,Major Pharmaceuticals
GILD,nasdaq,"Gilead Sciences, Inc.",66.51,86944.30540137,1992.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PCLN,nasdaq,The Priceline Group Inc. ,1738.77,85496.04596709,1999.0,Miscellaneous,Business Services
AVGO,nasdaq,Broadcom Limited,211.32,84815.91631511999,2009.0,Technology,Semiconductors
SBUX,nasdaq,Starbucks Corporation,57.51,83815.074,1992.0,Consumer Services,Restaurants
QCOM,nasdaq,QUALCOMM Incorporated,52.79,77972.99634323,1991.0,Technology,Radio And Television Broadcasting And Communications Equipment
ADBE,nasdaq,Adobe Systems Incorporated,129.05,63840.7763838,1986.0,Technology,Computer Software: Prepackaged Software
NFLX,nasdaq,"Netflix, Inc.",142.92,61514.42487156,2002.0,Consumer Services,Consumer Electronics/Video Chains
NVDA,nasdaq,NVIDIA Corporation,95.49,56772.33564726,1999.0,Technology,Semiconductors
BIDU,nasdaq,"Baidu, Inc.",172.61,47500.89112,2005.0,Technology,"Computer Software: Programming, Data Processing"
YHOO,nasdaq,Yahoo! Inc.,46.9,44859.2504773,1996.0,Technology,EDP Services
AMAT,nasdaq,"Applied Materials, Inc.",37.52,40515.25923256,1972.0,Technology,Semiconductors
ESRX,nasdaq,Express Scripts Holding Company,66.47,39902.792347760005,1992.0,Health Care,Medical/Nursing Services
CME,nasdaq,CME Group Inc.,115.87,39372.41894031,2002.0,Finance,Investment Bankers/Brokers/Service
REGN,nasdaq,"Regeneron Pharmaceuticals, Inc.",370.37,39289.12922935,1991.0,Health Care,Major Pharmaceuticals
EBAY,nasdaq,eBay Inc.,34.33,37051.83760593,1998.0,Miscellaneous,Business Services
CTSH,nasdaq,Cognizant Technology Solutions Corporation,58.35,35513.977294050004,1998.0,Technology,EDP Services
EQIX,nasdaq,"Equinix, Inc.",399.11,31013.54737826,2000.0,Consumer Services,Real Estate Investment Trusts
INTU,nasdaq,Intuit Inc.,117.89,30154.53196425,1993.0,Technology,Computer Software: Prepackaged Software
DISH,nasdaq,DISH Network Corporation,62.38,29030.7156762,1995.0,Consumer Services,Television Services
VRTX,nasdaq,Vertex Pharmaceuticals Incorporated,113.8,28272.2588526,1991.0,Health Care,Major Pharmaceuticals
ISRG,nasdaq,"Intuitive Surgical, Inc.",764.79,28087.28826189,2000.0,Health Care,Industrial Specialties
ALXN,nasdaq,"Alexion Pharmaceuticals, Inc.",118.35,26646.3957483,1996.0,Health Care,Major Pharmaceuticals
ILMN,nasdaq,"Illumina, Inc.",173.68,25409.384,2000.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ROST,nasdaq,"Ross Stores, Inc.",63.2,24774.3733296,1985.0,Consumer Services,Clothing/Shoe/Accessory Stores
FISV,nasdaq,"Fiserv, Inc.",115.19,24715.6214005,1986.0,Technology,EDP Services
ORLY,nasdaq,"O&#39;Reilly Automotive, Inc.",251.99,23093.89620318,1993.0,Consumer Services,Other Specialty Stores
PAYX,nasdaq,"Paychex, Inc.",57.89,20796.889007650003,1983.0,Consumer Services,Diversified Commercial Services
LRCX,nasdaq,Lam Research Corporation,125.17,20383.16858477,1984.0,Technology,Industrial Machinery/Components
CTRP,nasdaq,"Ctrip.com International, Ltd.",48.29,20257.99612056,2003.0,Miscellaneous,Business Services
AMTD,nasdaq,TD Ameritrade Holding Corporation,36.84,19434.67225752,1997.0,Finance,Investment Bankers/Brokers/Service
CERN,nasdaq,Cerner Corporation,58.61,19324.85995361,1986.0,Technology,EDP Services
SYMC,nasdaq,Symantec Corporation,30.04,18589.78696812,1989.0,Technology,Computer Software: Prepackaged Software
CHKP,nasdaq,Check Point Software Technologies Ltd.,103.53,18107.55467619,1996.0,Technology,Computer Software: Prepackaged Software
DLTR,nasdaq,"Dollar Tree, Inc.",76.46,18067.340186560003,1995.0,Consumer Services,Department/Specialty Retail Stores
ULTA,nasdaq,"Ulta Beauty, Inc.",282.68,17563.5486702,2007.0,Consumer Services,Other Specialty Stores
TROW,nasdaq,"T. Rowe Price Group, Inc.",70.26,16986.91252368,1986.0,Finance,Investment Bankers/Brokers/Service
MCHP,nasdaq,Microchip Technology Incorporated,72.24,15635.0595996,1993.0,Technology,Semiconductors
BMRN,nasdaq,BioMarin Pharmaceutical Inc.,89.91,15542.42656545,1999.0,Health Care,Major Pharmaceuticals
SBAC,nasdaq,SBA Communications Corporation,123.8,15010.0475588,1999.0,Consumer Services,Real Estate Investment Trusts
KLAC,nasdaq,KLA-Tencor Corporation,95.33,14941.0060756,1980.0,Capital Goods,Electronic Components
STX,nasdaq,Seagate Technology PLC,48.17,14218.67002058,2002.0,Technology,Electronic Components
XRAY,nasdaq,DENTSPLY SIRONA Inc.,61.8,14194.2745524,1987.0,Health Care,Medical/Dental Instruments
XLNX,nasdaq,"Xilinx, Inc.",55.68,13860.68977536,1990.0,Technology,Semiconductors
CPRT,nasdaq,"Copart, Inc.",29.65,13620.9228694,1994.0,Consumer Durables,Automotive Aftermarket
IDXX,nasdaq,"IDEXX Laboratories, Inc.",153.6,13504.9391616,1991.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
HSIC,nasdaq,"Henry Schein, Inc.",167.85,13381.6552722,1995.0,Health Care,Medical Specialities
FAST,nasdaq,Fastenal Company,45.54,13172.94247896,1987.0,Consumer Services,RETAIL: Building Materials
VRSK,nasdaq,"Verisk Analytics, Inc.",79.11,13162.00235382,2009.0,Technology,EDP Services
CTXS,nasdaq,"Citrix Systems, Inc.",82.96,12970.9959336,1995.0,Technology,Computer Software: Prepackaged Software
CTAS,nasdaq,Cintas Corporation,121.68,12815.64824904,1983.0,Consumer Non-Durables,Apparel
MXIM,nasdaq,"Maxim Integrated Products, Inc.",43.77,12373.40209653,1988.0,Technology,Semiconductors
HOLX,nasdaq,"Hologic, Inc.",42.42,11847.74688258,1990.0,Health Care,Medical Electronics
WYNN,nasdaq,"Wynn Resorts, Limited",113.47,11600.55404809,2002.0,Consumer Services,Hotels/Resorts
NTAP,nasdaq,"NetApp, Inc.",39.49,10699.86794272,1995.0,Technology,Electronic Components
SNPS,nasdaq,"Synopsys, Inc.",70.93,10656.4501421,1992.0,Technology,Computer Software: Prepackaged Software
CHRW,nasdaq,"C.H. Robinson Worldwide, Inc.",74.46,10557.0136323,1997.0,Transportation,Oil Refining/Marketing
AKAM,nasdaq,"Akamai Technologies, Inc.",58.8,10208.2247232,1999.0,Miscellaneous,Business Services
MELI,nasdaq,"MercadoLibre, Inc.",215.46,9514.14564744,2007.0,Miscellaneous,Business Services
SGEN,nasdaq,"Seattle Genetics, Inc.",66.01,9414.81216459,2001.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GRMN,nasdaq,Garmin Ltd.,48.69,9175.45609242,2000.0,Capital Goods,Industrial Machinery/Components
JAZZ,nasdaq,Jazz Pharmaceuticals plc,153.11,9147.13314152,2007.0,Health Care,Major Pharmaceuticals
ALGN,nasdaq,"Align Technology, Inc.",113.73,9135.18630969,2001.0,Health Care,Industrial Specialties
ANSS,nasdaq,"ANSYS, Inc.",105.37,9015.7048195,1996.0,Technology,Computer Software: Prepackaged Software
VRSN,nasdaq,"VeriSign, Inc.",87.68,8972.167264,1998.0,Technology,EDP Services
RYAAY,nasdaq,Ryanair Holdings plc,86.02,8806.57009738,1997.0,Transportation,Air Freight/Delivery Services
OTEX,nasdaq,Open Text Corporation,33.31,8775.213048,1996.0,Technology,EDP Services
ASML,nasdaq,ASML Holding N.V.,128.38,8739.319194059999,1995.0,Technology,Industrial Machinery/Components
ALKS,nasdaq,Alkermes plc,57.16,8719.61269928,1991.0,Health Care,Major Pharmaceuticals
FFIV,nasdaq,"F5 Networks, Inc.",134.43,8709.403386209999,1999.0,Technology,Computer Communications Equipment
FLEX,nasdaq,Flex Ltd.,15.93,8526.06992466,1994.0,Technology,Electrical Products
TSCO,nasdaq,Tractor Supply Company,63.54,8254.52505198,1994.0,Consumer Services,RETAIL: Building Materials
SEIC,nasdaq,SEI Investments Company,51.33,8168.25064167,1981.0,Finance,Investment Bankers/Brokers/Service
STLD,nasdaq,"Steel Dynamics, Inc.",32.91,7976.835456119999,1996.0,Basic Industries,Steel/Iron Ore
TRMB,nasdaq,Trimble Inc.,30.46,7698.847242,1990.0,Capital Goods,Industrial Machinery/Components
SBNY,nasdaq,Signature Bank,136.52,7455.380408399999,2004.0,Finance,Major Banks
WOOF,nasdaq,VCA Inc. ,91.43,7427.40866859,2001.0,Consumer Non-Durables,Farming/Seeds/Milling
MRVL,nasdaq,Marvell Technology Group Ltd.,14.68,7375.232,2000.0,Technology,Semiconductors
JKHY,nasdaq,"Jack Henry & Associates, Inc.",93.03,7221.88903737,1985.0,Technology,EDP Services
LAMR,nasdaq,Lamar Advertising Company,72.11,7025.990473729999,1996.0,Consumer Services,Real Estate Investment Trusts
LULU,nasdaq,lululemon athletica inc.,51.22,7019.89164084,2007.0,Consumer Non-Durables,Apparel
SRCL,nasdaq,"Stericycle, Inc.",81.92,6983.44701952,1996.0,Basic Industries,Environmental Services
CGNX,nasdaq,Cognex Corporation,79.83,6917.21753067,1989.0,Capital Goods,Industrial Machinery/Components
JBLU,nasdaq,JetBlue Airways Corporation,20.73,6914.8540677,2002.0,Transportation,Air Freight/Delivery Services
AGNC,nasdaq,AGNC Investment Corp.,20.27,6710.30398079,2008.0,Consumer Services,Real Estate Investment Trusts
MKTX,nasdaq,"MarketAxess Holdings, Inc.",178.07,6693.000454149999,2004.0,Finance,Investment Bankers/Brokers/Service
CSGP,nasdaq,"CoStar Group, Inc.",204.52,6667.28982592,1998.0,Miscellaneous,Business Services
ODFL,nasdaq,"Old Dominion Freight Line, Inc.",80.6,6646.7786216,1991.0,Transportation,Trucking Freight/Courier Services
FTNT,nasdaq,"Fortinet, Inc.",37.32,6542.94325836,2009.0,Technology,Computer peripheral equipment
DXCM,nasdaq,"DexCom, Inc.",76.06,6451.03186634,2005.0,Health Care,Medical/Dental Instruments
IPGP,nasdaq,IPG Photonics Corporation,117.17,6259.509169520001,2006.0,Technology,Semiconductors
ULTI,nasdaq,"The Ultimate Software Group, Inc.",201.2,6220.423742800001,1998.0,Technology,Computer Software: Prepackaged Software
SPLS,nasdaq,"Staples, Inc.",9.52,6212.08389592,1989.0,Consumer Services,Other Specialty Stores
EXEL,nasdaq,"Exelixis, Inc.",21.29,6192.550190770001,2000.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
TTWO,nasdaq,"Take-Two Interactive Software, Inc.",57.53,5834.12869094,1997.0,Technology,Computer Software: Prepackaged Software
OZRK,nasdaq,Bank of the Ozarks,46.81,5690.738744050001,1997.0,Finance,Major Banks
BBBY,nasdaq,Bed Bath & Beyond Inc.,38.39,5615.45886,1992.0,Consumer Services,Home Furnishings
UTHR,nasdaq,United Therapeutics Corporation,121.53,5464.185192479999,1999.0,Health Care,Major Pharmaceuticals
BRCD,nasdaq,"Brocade Communications Systems, Inc.",12.41,5059.579611020001,1999.0,Technology,Computer Communications Equipment
LOGI,nasdaq,Logitech International S.A.,31.01,5014.99686324,1997.0,Technology,Computer peripheral equipment
POOL,nasdaq,Pool Corporation,116.43,4807.108864350001,1995.0,Consumer Durables,Industrial Specialties
FLIR,nasdaq,"FLIR Systems, Inc.",34.97,4768.86914621,1993.0,Capital Goods,Industrial Machinery/Components
PVTB,nasdaq,"PrivateBancorp, Inc.",58.65,4693.56366765,1999.0,Finance,Major Banks
MASI,nasdaq,Masimo Corporation,92.56,4666.7881936,2007.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NBIX,nasdaq,"Neurocrine Biosciences, Inc.",53.39,4651.0346126,1996.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ZBRA,nasdaq,Zebra Technologies Corporation,87.33,4617.76998051,1991.0,Technology,Industrial Machinery/Components
CAVM,nasdaq,"Cavium, Inc.",67.26,4562.31447246,2007.0,Technology,Semiconductors
AZPN,nasdaq,"Aspen Technology, Inc.",58.5,4450.2225885,1994.0,Technology,EDP Services
EEFT,nasdaq,"Euronet Worldwide, Inc.",84.58,4428.57674418,1997.0,Finance,Investment Bankers/Brokers/Service
CASY,nasdaq,"Caseys General Stores, Inc.",112.01,4390.58713371,1983.0,Consumer Durables,Automotive Aftermarket
ATHN,nasdaq,"athenahealth, Inc.",110.17,4353.75567891,2007.0,Miscellaneous,Business Services
CY,nasdaq,Cypress Semiconductor Corporation,13.14,4308.889915979999,1986.0,Technology,Semiconductors
ALNY,nasdaq,"Alnylam Pharmaceuticals, Inc.",49.85,4289.7200163,2004.0,Health Care,Major Pharmaceuticals
ICLR,nasdaq,ICON plc,77.58,4230.50279994,1998.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PDCO,nasdaq,"Patterson Companies, Inc.",43.55,4230.1857,1992.0,Health Care,Medical Specialities
NATI,nasdaq,National Instruments Corporation,31.79,4119.7859800900005,1995.0,Technology,Computer Software: Prepackaged Software
ACAD,nasdaq,ACADIA Pharmaceuticals Inc.,33.48,4064.72731848,1985.0,Health Care,Major Pharmaceuticals
COLM,nasdaq,Columbia Sportswear Company,58.06,4034.3011321,1998.0,Consumer Non-Durables,Apparel
SBGI,nasdaq,"Sinclair Broadcast Group, Inc.",38.85,3981.62045505,1995.0,Consumer Services,Broadcasting
CRUS,nasdaq,"Cirrus Logic, Inc.",61.64,3959.25752128,1989.0,Technology,Semiconductors
PTEN,nasdaq,"Patterson-UTI Energy, Inc.",23.8,3958.6483832,1993.0,Energy,Oil & Gas Production
JCOM,nasdaq,"j2 Global, Inc.",81.55,3929.8653051,1999.0,Technology,Telecommunications Equipment
MDCO,nasdaq,The Medicines Company,54.07,3859.53709253,2000.0,Health Care,Major Pharmaceuticals
TCBI,nasdaq,"Texas Capital Bancshares, Inc.",77.85,3858.0569802,2003.0,Finance,Major Banks
CACC,nasdaq,Credit Acceptance Corporation,192.56,3827.67995136,1992.0,Finance,Finance: Consumer Services
CBRL,nasdaq,"Cracker Barrel Old Country Store, Inc.",155.88,3747.75627924,1981.0,Consumer Services,Restaurants
MPWR,nasdaq,"Monolithic Power Systems, Inc.",88.97,3663.0701709,2004.0,Technology,Semiconductors
BLKB,nasdaq,"Blackbaud, Inc.",77.0,3659.965078,2004.0,Technology,Computer Software: Prepackaged Software
NUVA,nasdaq,"NuVasive, Inc.",71.7,3632.3415024,2004.0,Health Care,Medical/Dental Instruments
HOMB,nasdaq,"Home BancShares, Inc.",24.92,3574.57025408,2006.0,Finance,Major Banks
VSAT,nasdaq,"ViaSat, Inc.",61.91,3565.3368473,1996.0,Technology,Radio And Television Broadcasting And Communications Equipment
MKSI,nasdaq,"MKS Instruments, Inc.",64.85,3492.91769135,1999.0,Capital Goods,Industrial Machinery/Components
MDSO,nasdaq,"Medidata Solutions, Inc.",60.3,3479.6178315,2009.0,Technology,Computer Software: Prepackaged Software
LSTR,nasdaq,"Landstar System, Inc.",83.05,3474.7968849,1993.0,Transportation,Trucking Freight/Courier Services
MANH,nasdaq,"Manhattan Associates, Inc.",49.22,3417.99917678,1998.0,Technology,Computer Software: Prepackaged Software
TECD,nasdaq,Tech Data Corporation,88.32,3357.29773824,1986.0,Technology,Retail: Computer Software & Peripheral Equipment
PEGA,nasdaq,Pegasystems Inc.,43.6,3341.6389856,1996.0,Technology,EDP Services
NTCT,nasdaq,"NetScout Systems, Inc.",36.15,3318.09748335,1999.0,Technology,EDP Services
LOPE,nasdaq,"Grand Canyon Education, Inc.",69.33,3310.00645209,2008.0,Consumer Services,Other Consumer Services
MORN,nasdaq,"Morningstar, Inc.",76.4,3279.8996736,2005.0,Finance,Investment Managers
HCSG,nasdaq,"Healthcare Services Group, Inc.",44.9,3269.2588,1983.0,Health Care,Hospital/Nursing Management
ENTG,nasdaq,"Entegris, Inc.",22.55,3184.52184655,2000.0,Consumer Non-Durables,Plastic Products
SLGN,nasdaq,Silgan Holdings Inc.,57.6,3170.9467008,1997.0,Consumer Durables,Containers/Packaging
TXRH,nasdaq,"Texas Roadhouse, Inc.",44.24,3136.93306808,2004.0,Consumer Services,Restaurants
PRXL,nasdaq,PAREXEL International Corporation,61.1,3113.3251435,1995.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NXST,nasdaq,"Nexstar Media Group, Inc.",66.0,3109.070514,2003.0,Consumer Services,Broadcasting
IDTI,nasdaq,"Integrated Device Technology, Inc.",23.24,3100.67122512,1984.0,Technology,Semiconductors
CAKE,nasdaq,The Cheesecake Factory Incorporated,61.67,2943.23510019,1992.0,Consumer Services,Restaurants
SLAB,nasdaq,"Silicon Laboratories, Inc.",69.1,2922.1034949,2000.0,Technology,Semiconductors
BECN,nasdaq,"Beacon Roofing Supply, Inc.",48.6,2919.7314108,2004.0,Consumer Services,RETAIL: Building Materials
ICUI,nasdaq,"ICU Medical, Inc.",147.0,2910.187959,1992.0,Health Care,Medical/Dental Instruments
PZZA,nasdaq,"Papa John&#39;s International, Inc.",78.61,2895.772292,1993.0,Consumer Services,Restaurants
FSLR,nasdaq,"First Solar, Inc.",27.42,2859.19735752,2006.0,Technology,Semiconductors
SANM,nasdaq,Sanmina Corporation,38.4,2852.869632,1993.0,Technology,Electrical Products
FNSR,nasdaq,Finisar Corporation,24.1,2684.4441002,1999.0,Technology,Semiconductors
BWLD,nasdaq,"Buffalo Wild Wings, Inc.",150.75,2621.4867225,2003.0,Consumer Services,Restaurants
URBN,nasdaq,"Urban Outfitters, Inc.",22.42,2607.22982636,1993.0,Consumer Services,Clothing/Shoe/Accessory Stores
AMKR,nasdaq,"Amkor Technology, Inc.",10.9,2605.2605134,1998.0,Technology,Semiconductors
EXAS,nasdaq,Exact Sciences Corporation,23.27,2573.75061216,2001.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AEIS,nasdaq,"Advanced Energy Industries, Inc.",64.45,2562.3855696,1995.0,Capital Goods,Industrial Machinery/Components
ALGT,nasdaq,Allegiant Travel Company,152.05,2529.31723465,2006.0,Transportation,Air Freight/Delivery Services
JJSF,nasdaq,J & J Snack Foods Corp.,132.67,2482.15818755,1986.0,Consumer Non-Durables,Specialty Foods
MLNX,nasdaq,"Mellanox Technologies, Ltd.",49.95,2481.4739421,2007.0,Technology,Semiconductors
SAFM,nasdaq,"Sanderson Farms, Inc.",107.49,2444.37365775,1987.0,Consumer Non-Durables,Meat/Poultry/Fish
VRNT,nasdaq,Verint Systems Inc.,38.8,2421.8543288,2002.0,Technology,EDP Services
PODD,nasdaq,Insulet Corporation,41.37,2394.46171797,2007.0,Health Care,Medical/Dental Instruments
CREE,nasdaq,"Cree, Inc.",24.1,2347.4590058000003,1993.0,Technology,Semiconductors
TTEK,nasdaq,"Tetra Tech, Inc.",40.3,2309.8772359,1991.0,Consumer Services,Military/Government/Technical
FCFS,nasdaq,"First Cash, Inc.",47.7,2303.418213,1991.0,Consumer Services,Other Specialty Stores
EFII,nasdaq,"Electronics for Imaging, Inc.",49.44,2295.59101008,1992.0,Technology,Computer Communications Equipment
ITRI,nasdaq,"Itron, Inc.",59.15,2286.0290225500003,1993.0,Capital Goods,Electrical Products
NEOG,nasdaq,Neogen Corporation,59.66,2274.20853476,1989.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CVLT,nasdaq,"Commvault Systems, Inc.",49.75,2242.713483,2006.0,Technology,Computer Software: Prepackaged Software
ROLL,nasdaq,RBC Bearings Incorporated,91.68,2199.5347608,2005.0,Capital Goods,Metal Fabrications
SHOO,nasdaq,"Steven Madden, Ltd.",36.55,2184.0331885,1993.0,Consumer Non-Durables,Shoe Manufacturing
COLB,nasdaq,"Columbia Banking System, Inc.",37.02,2159.45245398,1992.0,Finance,Major Banks
UNFI,nasdaq,"United Natural Foods, Inc.",41.63,2106.17106201,1996.0,Consumer Non-Durables,Food Distributors
MATW,nasdaq,Matthews International Corporation,64.75,2088.32094975,1994.0,Capital Goods,Metal Fabrications
MSTR,nasdaq,MicroStrategy Incorporated,181.61,2076.76374334,1998.0,Technology,Computer Software: Prepackaged Software
IIVI,nasdaq,II-VI Incorporated,31.5,1970.6863365,1987.0,Capital Goods,Electronic Components
CATM,nasdaq,Cardtronics plc,43.08,1964.79582792,2007.0,Miscellaneous,Business Services
TSEM,nasdaq,Tower Semiconductor Ltd.,20.8,1934.0802208,1994.0,Technology,Semiconductors
UFPI,nasdaq,"Universal Forest Products, Inc.",94.99,1933.22403631,1993.0,Basic Industries,Forest Products
PLCE,nasdaq,"Children&#39;s Place, Inc. (The)",109.95,1928.3569755,1997.0,Consumer Services,Clothing/Shoe/Accessory Stores
WBMD,nasdaq,WebMD Health Corp,51.07,1926.9977536,2005.0,Miscellaneous,Business Services
COKE,nasdaq,Coca-Cola Bottling Co. Consolidated,202.18,1887.18228842,1972.0,Consumer Non-Durables,Beverages (Production/Distribution)
ABCO,nasdaq,The Advisory Board Company,46.85,1885.048167,2001.0,Consumer Services,Other Consumer Services
CALM,nasdaq,"Cal-Maine Foods, Inc.",38.575,1873.840454825,1996.0,Consumer Non-Durables,Farming/Seeds/Milling
CENT,nasdaq,Central Garden & Pet Company,36.47,1871.9803004,1993.0,Consumer Durables,Consumer Specialties
POWI,nasdaq,"Power Integrations, Inc.",62.7,1853.1974406,1997.0,Technology,Semiconductors
MRCY,nasdaq,Mercury Systems Inc,38.22,1832.40091398,1998.0,Capital Goods,Electrical Products
CRZO,nasdaq,"Carrizo Oil & Gas, Inc.",28.0,1823.947188,1997.0,Energy,Oil & Gas Production
PLUS,nasdaq,ePlus inc.,64.25,1819.680019,1996.0,Technology,Retail: Computer Software & Peripheral Equipment
STMP,nasdaq,Stamps.com Inc.,105.65,1779.9717604,1999.0,Miscellaneous,Business Services
IRBT,nasdaq,iRobot Corporation,65.13,1774.54572243,2005.0,Consumer Durables,Consumer Electronics/Appliances
SYNA,nasdaq,Synaptics Incorporated,50.01,1768.25493027,2002.0,Technology,EDP Services
CCMP,nasdaq,Cabot Microelectronics Corporation,70.44,1763.05184676,2000.0,Technology,Semiconductors
WERN,nasdaq,"Werner Enterprises, Inc.",24.35,1758.5513508,1986.0,Transportation,Trucking Freight/Courier Services
SKYW,nasdaq,"SkyWest, Inc.",33.05,1712.59914455,1986.0,Transportation,Air Freight/Delivery Services
MNRO,nasdaq,"Monro Muffler Brake, Inc.",52.45,1708.098239,1991.0,Consumer Services,Automotive Aftermarket
NXTM,nasdaq,"NxStage Medical, Inc.",26.0,1695.626634,2005.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AHGP,nasdaq,"Alliance Holdings GP, L.P.",28.09,1681.55167,2006.0,Energy,Coal Mining
ISCA,nasdaq,International Speedway Corporation,37.35,1680.6910617,1996.0,Consumer Services,Services-Misc. Amusement & Recreation
PENN,nasdaq,"Penn National Gaming, Inc.",18.32,1665.01332824,1994.0,Consumer Services,Hotels/Resorts
BLDR,nasdaq,"Builders FirstSource, Inc.",14.78,1656.02056254,2005.0,Consumer Services,RETAIL: Building Materials
NWBI,nasdaq,"Northwest Bancshares, Inc.",16.25,1655.82041625,2009.0,Finance,Major Banks
HMSY,nasdaq,HMS Holdings Corp,19.575,1635.54555105,1992.0,Miscellaneous,Business Services
XXIA,nasdaq,Ixia,19.65,1634.91197055,2000.0,Capital Goods,Electrical Products
SFLY,nasdaq,"Shutterfly, Inc.",48.51,1632.38876262,2006.0,Miscellaneous,Other Consumer Services
SIMO,nasdaq,Silicon Motion Technology Corporation,46.14,1626.3047006400002,2005.0,Technology,Semiconductors
NTGR,nasdaq,"NETGEAR, Inc.",49.35,1625.1796911,2003.0,Public Utilities,Telecommunications Equipment
ARLP,nasdaq,"Alliance Resource Partners, L.P.",21.75,1622.485533,1999.0,Energy,Coal Mining
ABCB,nasdaq,Ameris Bancorp,43.2,1604.0718144,1994.0,Finance,Major Banks
HTLD,nasdaq,"Heartland Express, Inc.",19.0,1583.400644,1986.0,Transportation,Trucking Freight/Courier Services
TTMI,nasdaq,"TTM Technologies, Inc.",15.56,1583.02096696,2000.0,Technology,Electrical Products
GOV,nasdaq,Government Properties Income Trust,22.21,1580.86129226,2009.0,Finance,Real Estate
BOFI,nasdaq,"BofI Holding, Inc.",24.71,1565.67771339,2005.0,Finance,Savings Institutions
EXLS,nasdaq,"ExlService Holdings, Inc.",45.7,1544.4833695,2006.0,Miscellaneous,Business Services
NAVG,nasdaq,"The Navigators Group, Inc.",51.3,1495.6795611,1986.0,Finance,Property-Casualty Insurers
BRKS,nasdaq,"Brooks Automation, Inc.",21.29,1480.10438932,1995.0,Technology,Industrial Machinery/Components
PRAA,nasdaq,"PRA Group, Inc.",31.55,1464.2143615,2002.0,Finance,Finance: Consumer Services
OMCL,nasdaq,"Omnicell, Inc.",39.55,1461.51539415,2001.0,Technology,Computer Manufacturing
SCHL,nasdaq,Scholastic Corporation,41.89,1458.86905721,1992.0,Consumer Services,Books
SYNT,nasdaq,"Syntel, Inc.",17.37,1452.73916835,1997.0,Technology,EDP Services
NSIT,nasdaq,"Insight Enterprises, Inc.",40.6,1451.4470768,1995.0,Consumer Services,Catalog/Specialty Distribution
WDFC,nasdaq,WD-40 Company,102.8,1445.6973712,1973.0,Basic Industries,Major Chemicals
ARRY,nasdaq,Array BioPharma Inc.,8.46,1429.8012927,2000.0,Health Care,Major Pharmaceuticals
